DateTime,Usage_kWh,ReactivePower_Lagging_kVarh,ReactivePower_Leading_kVarh,CO2_Emissions_tCO2,PowerFactor_Lagging,PowerFactor_Leading,NSM,WeekStatus,Day_of_week,Load_Type,Machine_Type
18/01/2018 23:30,4.26,3.41,0.0,0.002,74.96,0.0,84600,Weekday,Thursday,Light,Inspection Station
18/01/2018 23:45,3.65,2.52,0.0,0.0017,63.13,0.0,85500,Weekday,Thursday,Light,Inspection Station
19/01/2018 00:00,4.17,4.41,0.0,0.002,72.12,0.0,0,Weekday,Friday,Light,Coil Winder
19/01/2018 00:15,4.5,3.52,0.0,0.0021,65.18,0.0,900,Weekday,Friday,Light,Inspection Station
19/01/2018 00:30,3.05,4.56,0.0,0.0014,63.8,0.0,1800,Weekday,Friday,Light,Coil Winder
19/01/2018 00:45,3.64,4.21,0.0,0.0017,70.76,0.0,2700,Weekday,Friday,Light,Coil Winder
19/01/2018 01:00,3.83,3.98,0.0,0.0018,67.42,0.0,3600,Weekday,Friday,Light,Inspection Station
19/01/2018 01:15,3.71,4.81,0.0,0.0018,74.17,0.0,4500,Weekday,Friday,Light,Conveyor System
19/01/2018 01:30,3.68,2.97,0.6,0.0017,100.0,87.99,5400,Weekday,Friday,Light,Cooling Bed
19/01/2018 01:45,4.1,3.94,0.0,0.0019,65.36,0.0,6300,Weekday,Friday,Light,Cooling Bed
19/01/2018 02:00,4.29,3.35,0.0,0.002,62.19,0.0,7200,Weekday,Friday,Light,Conveyor System
19/01/2018 02:15,3.36,4.1,0.0,0.0016,68.53,0.0,8100,Weekday,Friday,Light,Inspection Station
19/01/2018 02:30,3.26,4.79,0.0,0.0015,73.04,0.0,9000,Weekday,Friday,Light,Conveyor System
19/01/2018 02:45,3.83,3.22,0.0,0.0018,67.54,0.0,9900,Weekday,Friday,Light,Coil Winder
19/01/2018 03:00,4.25,4.78,1.34,0.002,100.0,95.03,10800,Weekday,Friday,Light,Coil Winder
19/01/2018 03:15,4.43,3.53,2.07,0.0021,100.0,94.97,11700,Weekday,Friday,Light,Inspection Station
19/01/2018 03:30,4.17,3.8,0.0,0.002,72.44,0.0,12600,Weekday,Friday,Light,Coil Winder
19/01/2018 03:45,4.29,3.52,0.0,0.002,62.44,0.0,13500,Weekday,Friday,Light,Coil Winder
19/01/2018 04:00,4.04,2.84,0.0,0.0019,73.97,0.0,14400,Weekday,Friday,Light,Coil Winder
19/01/2018 04:15,4.41,2.73,0.0,0.0021,61.4,0.0,15300,Weekday,Friday,Light,Coil Winder
19/01/2018 04:30,4.37,3.21,0.0,0.0021,72.53,0.0,16200,Weekday,Friday,Light,Inspection Station
19/01/2018 04:45,4.18,4.48,0.0,0.002,74.09,0.0,17100,Weekday,Friday,Light,Inspection Station
19/01/2018 05:00,3.31,4.84,0.0,0.0016,70.55,0.0,18000,Weekday,Friday,Light,Conveyor System
19/01/2018 05:15,4.35,3.42,0.0,0.0021,64.14,0.0,18900,Weekday,Friday,Light,Cooling Bed
19/01/2018 05:30,3.92,2.63,0.0,0.0019,70.87,0.0,19800,Weekday,Friday,Light,Inspection Station
19/01/2018 05:45,4.5,3.08,0.0,0.0021,68.14,0.0,20700,Weekday,Friday,Light,Coil Winder
19/01/2018 06:00,3.54,2.91,0.0,0.0017,74.84,0.0,21600,Weekday,Friday,Light,Inspection Station
19/01/2018 06:15,4.25,4.46,0.0,0.002,70.93,0.0,22500,Weekday,Friday,Light,Cooling Bed
19/01/2018 06:30,3.29,4.75,0.0,0.0016,71.3,0.0,23400,Weekday,Friday,Light,Conveyor System
19/01/2018 06:45,4.18,3.27,0.0,0.002,67.39,0.0,24300,Weekday,Friday,Light,Conveyor System
19/01/2018 07:00,3.0,3.48,0.0,0.0014,70.96,0.0,25200,Weekday,Friday,Light,Coil Winder
19/01/2018 07:15,3.82,3.72,2.27,0.0018,100.0,94.37,26100,Weekday,Friday,Light,Coil Winder
19/01/2018 07:30,3.97,4.9,0.0,0.0019,70.1,0.0,27000,Weekday,Friday,Light,Inspection Station
19/01/2018 07:45,4.22,4.72,0.0,0.002,70.09,0.0,27900,Weekday,Friday,Light,Coil Winder
19/01/2018 08:00,3.74,3.77,0.0,0.0018,60.43,0.0,28800,Weekday,Friday,Light,Conveyor System
19/01/2018 08:15,3.67,4.08,0.0,0.0017,62.94,0.0,29700,Weekday,Friday,Light,Cooling Bed
19/01/2018 08:30,4.14,2.55,0.0,0.002,66.77,0.0,30600,Weekday,Friday,Light,Cooling Bed
19/01/2018 08:45,3.14,3.81,0.0,0.0015,63.26,0.0,31500,Weekday,Friday,Light,Cooling Bed
19/01/2018 09:00,3.31,4.69,0.0,0.0016,64.39,0.0,32400,Weekday,Friday,Light,Coil Winder
19/01/2018 09:15,4.2,4.8,0.0,0.002,62.63,0.0,33300,Weekday,Friday,Light,Conveyor System
19/01/2018 09:30,3.5,4.35,0.0,0.0017,66.63,0.0,34200,Weekday,Friday,Light,Coil Winder
19/01/2018 09:45,3.8,3.38,0.0,0.0018,74.79,0.0,35100,Weekday,Friday,Light,Conveyor System
19/01/2018 10:00,4.31,3.99,0.0,0.002,62.47,0.0,36000,Weekday,Friday,Light,Inspection Station
19/01/2018 10:15,3.74,3.8,0.0,0.0018,71.78,0.0,36900,Weekday,Friday,Light,Inspection Station
19/01/2018 10:30,4.4,3.64,0.0,0.0021,74.53,0.0,37800,Weekday,Friday,Light,Conveyor System
19/01/2018 10:45,3.3,4.13,0.0,0.0016,68.65,0.0,38700,Weekday,Friday,Light,Coil Winder
19/01/2018 11:00,3.99,2.77,0.0,0.0019,61.99,0.0,39600,Weekday,Friday,Light,Cooling Bed
19/01/2018 11:15,3.42,4.1,0.0,0.0016,74.3,0.0,40500,Weekday,Friday,Light,Coil Winder
19/01/2018 11:30,4.44,4.24,0.0,0.0021,62.71,0.0,41400,Weekday,Friday,Light,Cooling Bed
19/01/2018 11:45,4.12,3.52,1.47,0.002,100.0,91.35,42300,Weekday,Friday,Light,Cooling Bed
19/01/2018 12:00,4.47,4.14,0.0,0.0021,60.98,0.0,43200,Weekday,Friday,Light,Cooling Bed
19/01/2018 12:15,4.45,4.81,0.0,0.0021,70.8,0.0,44100,Weekday,Friday,Light,Conveyor System
19/01/2018 12:30,4.17,4.3,1.74,0.002,100.0,85.33,45000,Weekday,Friday,Light,Coil Winder
19/01/2018 12:45,4.3,4.01,0.0,0.002,66.1,0.0,45900,Weekday,Friday,Light,Conveyor System
19/01/2018 13:00,3.85,2.97,0.0,0.0018,68.19,0.0,46800,Weekday,Friday,Light,Cooling Bed
19/01/2018 13:15,3.96,4.12,0.0,0.0019,68.2,0.0,47700,Weekday,Friday,Light,Inspection Station
19/01/2018 13:30,3.02,4.63,0.0,0.0014,73.72,0.0,48600,Weekday,Friday,Light,Coil Winder
19/01/2018 13:45,3.23,3.12,0.0,0.0015,72.06,0.0,49500,Weekday,Friday,Light,Cooling Bed
19/01/2018 14:00,4.34,3.95,0.0,0.0021,74.51,0.0,50400,Weekday,Friday,Light,Conveyor System
19/01/2018 14:15,4.03,3.08,0.0,0.0019,74.31,0.0,51300,Weekday,Friday,Light,Coil Winder
19/01/2018 14:30,3.02,4.77,0.0,0.0014,69.67,0.0,52200,Weekday,Friday,Light,Cooling Bed
19/01/2018 14:45,3.89,3.56,0.0,0.0018,72.45,0.0,53100,Weekday,Friday,Light,Coil Winder
19/01/2018 15:00,4.19,4.38,0.0,0.002,73.97,0.0,54000,Weekday,Friday,Light,Coil Winder
19/01/2018 15:15,3.78,3.29,0.0,0.0018,69.87,0.0,54900,Weekday,Friday,Light,Conveyor System
19/01/2018 15:30,3.96,3.35,0.66,0.0019,100.0,89.27,55800,Weekday,Friday,Light,Inspection Station
19/01/2018 15:45,4.4,3.94,0.0,0.0021,67.67,0.0,56700,Weekday,Friday,Light,Coil Winder
19/01/2018 16:00,3.98,3.69,0.0,0.0019,67.34,0.0,57600,Weekday,Friday,Light,Conveyor System
19/01/2018 16:15,4.16,4.38,0.0,0.002,61.2,0.0,58500,Weekday,Friday,Light,Cooling Bed
19/01/2018 16:30,4.07,4.99,0.0,0.0019,68.05,0.0,59400,Weekday,Friday,Light,Coil Winder
19/01/2018 16:45,3.68,3.37,0.0,0.0017,60.49,0.0,60300,Weekday,Friday,Light,Coil Winder
19/01/2018 17:00,3.51,3.1,0.0,0.0017,66.45,0.0,61200,Weekday,Friday,Light,Coil Winder
19/01/2018 17:15,4.37,4.89,0.0,0.0021,70.86,0.0,62100,Weekday,Friday,Light,Coil Winder
19/01/2018 17:30,4.13,4.58,0.0,0.002,61.46,0.0,63000,Weekday,Friday,Light,Cooling Bed
19/01/2018 17:45,3.79,4.4,0.0,0.0018,66.43,0.0,63900,Weekday,Friday,Light,Coil Winder
19/01/2018 18:00,4.39,4.37,0.0,0.0021,65.08,0.0,64800,Weekday,Friday,Light,Conveyor System
19/01/2018 18:15,3.27,2.67,0.0,0.0016,74.63,0.0,65700,Weekday,Friday,Light,Cooling Bed
19/01/2018 18:30,4.08,4.97,0.0,0.0019,72.76,0.0,66600,Weekday,Friday,Light,Inspection Station
19/01/2018 18:45,3.66,3.41,0.0,0.0017,62.16,0.0,67500,Weekday,Friday,Light,Coil Winder
19/01/2018 19:00,4.31,4.71,0.0,0.002,74.14,0.0,68400,Weekday,Friday,Light,Inspection Station
19/01/2018 19:15,3.15,3.41,0.0,0.0015,60.03,0.0,69300,Weekday,Friday,Light,Coil Winder
19/01/2018 19:30,3.04,3.8,0.0,0.0014,70.68,0.0,70200,Weekday,Friday,Light,Inspection Station
19/01/2018 19:45,4.44,4.8,0.0,0.0021,67.26,0.0,71100,Weekday,Friday,Light,Coil Winder
19/01/2018 20:00,3.64,4.37,0.0,0.0017,67.63,0.0,72000,Weekday,Friday,Light,Conveyor System
19/01/2018 20:15,3.22,4.78,0.0,0.0015,62.79,0.0,72900,Weekday,Friday,Light,Conveyor System
19/01/2018 20:30,4.12,3.47,0.0,0.002,67.12,0.0,73800,Weekday,Friday,Light,Conveyor System
19/01/2018 20:45,4.15,2.69,0.0,0.002,68.37,0.0,74700,Weekday,Friday,Light,Conveyor System
19/01/2018 21:00,3.04,3.92,0.0,0.0014,73.4,0.0,75600,Weekday,Friday,Light,Inspection Station
19/01/2018 21:15,3.4,3.47,0.0,0.0016,71.83,0.0,76500,Weekday,Friday,Light,Inspection Station
19/01/2018 21:30,4.27,3.32,0.0,0.002,67.67,0.0,77400,Weekday,Friday,Light,Cooling Bed
19/01/2018 21:45,3.77,3.41,0.0,0.0018,60.87,0.0,78300,Weekday,Friday,Light,Inspection Station
19/01/2018 22:00,3.47,3.18,0.0,0.0016,62.37,0.0,79200,Weekday,Friday,Light,Conveyor System
19/01/2018 22:15,3.1,3.33,0.0,0.0015,60.91,0.0,80100,Weekday,Friday,Light,Cooling Bed
19/01/2018 22:30,4.29,4.46,0.0,0.002,68.52,0.0,81000,Weekday,Friday,Light,Conveyor System
19/01/2018 22:45,3.49,4.8,0.0,0.0017,61.6,0.0,81900,Weekday,Friday,Light,Conveyor System
19/01/2018 23:00,4.04,3.28,0.0,0.0019,62.14,0.0,82800,Weekday,Friday,Light,Inspection Station
19/01/2018 23:15,3.6,4.29,2.33,0.0017,100.0,98.07,83700,Weekday,Friday,Light,Cooling Bed
19/01/2018 23:30,3.35,2.98,0.0,0.0016,64.82,0.0,84600,Weekday,Friday,Light,Conveyor System
19/01/2018 23:45,4.44,3.97,0.0,0.0021,70.98,0.0,85500,Weekday,Friday,Light,Coil Winder
20/01/2018 00:00,3.43,2.66,1.61,0.0016,100.0,89.29,0,Weekend,Saturday,Light,Cooling Bed
20/01/2018 00:15,4.05,3.95,0.0,0.0019,62.22,0.0,900,Weekend,Saturday,Light,Coil Winder
20/01/2018 00:30,3.98,3.75,0.0,0.0019,71.85,0.0,1800,Weekend,Saturday,Light,Inspection Station
20/01/2018 00:45,3.72,3.22,0.0,0.0018,63.97,0.0,2700,Weekend,Saturday,Light,Conveyor System
20/01/2018 01:00,4.42,3.65,0.0,0.0021,66.13,0.0,3600,Weekend,Saturday,Light,Cooling Bed
20/01/2018 01:15,3.98,4.58,0.0,0.0019,68.23,0.0,4500,Weekend,Saturday,Light,Cooling Bed
20/01/2018 01:30,4.46,4.1,0.0,0.0021,65.71,0.0,5400,Weekend,Saturday,Light,Inspection Station
20/01/2018 01:45,4.49,3.31,0.0,0.0021,67.75,0.0,6300,Weekend,Saturday,Light,Cooling Bed
20/01/2018 02:00,4.15,3.58,0.0,0.002,74.2,0.0,7200,Weekend,Saturday,Light,Coil Winder
20/01/2018 02:15,4.29,2.57,0.0,0.002,63.22,0.0,8100,Weekend,Saturday,Light,Inspection Station
20/01/2018 02:30,3.18,3.29,1.41,0.0015,100.0,88.03,9000,Weekend,Saturday,Light,Cooling Bed
20/01/2018 02:45,3.38,4.4,0.53,0.0016,100.0,98.76,9900,Weekend,Saturday,Light,Coil Winder
20/01/2018 03:00,4.44,4.24,0.0,0.0021,61.31,0.0,10800,Weekend,Saturday,Light,Conveyor System
20/01/2018 03:15,3.73,4.77,0.0,0.0018,60.88,0.0,11700,Weekend,Saturday,Light,Conveyor System
20/01/2018 03:30,3.54,2.97,0.0,0.0017,63.87,0.0,12600,Weekend,Saturday,Light,Cooling Bed
20/01/2018 03:45,4.0,3.98,0.0,0.0019,66.19,0.0,13500,Weekend,Saturday,Light,Inspection Station
20/01/2018 04:00,3.83,4.42,0.0,0.0018,66.7,0.0,14400,Weekend,Saturday,Light,Conveyor System
20/01/2018 04:15,3.24,4.33,0.0,0.0015,65.8,0.0,15300,Weekend,Saturday,Light,Coil Winder
20/01/2018 04:30,4.38,4.2,0.0,0.0021,60.87,0.0,16200,Weekend,Saturday,Light,Coil Winder
20/01/2018 04:45,4.11,3.48,0.0,0.002,74.82,0.0,17100,Weekend,Saturday,Light,Cooling Bed
20/01/2018 05:00,3.66,4.04,1.49,0.0017,100.0,92.22,18000,Weekend,Saturday,Light,Cooling Bed
20/01/2018 05:15,3.42,4.39,0.0,0.0016,72.47,0.0,18900,Weekend,Saturday,Light,Conveyor System
20/01/2018 05:30,3.94,3.97,0.0,0.0019,70.85,0.0,19800,Weekend,Saturday,Light,Coil Winder
20/01/2018 05:45,3.75,3.53,0.0,0.0018,73.11,0.0,20700,Weekend,Saturday,Light,Conveyor System
20/01/2018 06:00,3.41,4.44,0.0,0.0016,71.87,0.0,21600,Weekend,Saturday,Light,Conveyor System
20/01/2018 06:15,3.07,3.95,0.0,0.0015,70.54,0.0,22500,Weekend,Saturday,Light,Cooling Bed
20/01/2018 06:30,4.01,4.2,0.0,0.0019,61.14,0.0,23400,Weekend,Saturday,Light,Inspection Station
20/01/2018 06:45,3.7,4.04,1.33,0.0018,100.0,99.32,24300,Weekend,Saturday,Light,Conveyor System
20/01/2018 07:00,3.94,4.92,0.0,0.0019,66.7,0.0,25200,Weekend,Saturday,Light,Cooling Bed
20/01/2018 07:15,3.34,4.13,0.0,0.0016,60.46,0.0,26100,Weekend,Saturday,Light,Inspection Station
20/01/2018 07:30,3.48,2.74,0.0,0.0017,70.96,0.0,27000,Weekend,Saturday,Light,Coil Winder
20/01/2018 07:45,4.45,3.82,0.0,0.0021,61.24,0.0,27900,Weekend,Saturday,Light,Inspection Station
20/01/2018 08:00,4.36,3.32,0.0,0.0021,68.4,0.0,28800,Weekend,Saturday,Light,Coil Winder
20/01/2018 08:15,3.13,3.49,0.0,0.0015,73.12,0.0,29700,Weekend,Saturday,Light,Coil Winder
20/01/2018 08:30,4.23,4.35,0.0,0.002,68.19,0.0,30600,Weekend,Saturday,Light,Inspection Station
20/01/2018 08:45,3.58,2.55,0.0,0.0017,71.71,0.0,31500,Weekend,Saturday,Light,Coil Winder
20/01/2018 09:00,3.88,4.28,0.0,0.0018,74.19,0.0,32400,Weekend,Saturday,Light,Cooling Bed
20/01/2018 09:15,3.05,4.78,0.0,0.0014,64.54,0.0,33300,Weekend,Saturday,Light,Inspection Station
20/01/2018 09:30,4.48,4.72,0.0,0.0021,74.43,0.0,34200,Weekend,Saturday,Light,Cooling Bed
20/01/2018 09:45,3.17,3.79,0.0,0.0015,67.05,0.0,35100,Weekend,Saturday,Light,Coil Winder
20/01/2018 10:00,3.9,4.76,0.0,0.0019,71.5,0.0,36000,Weekend,Saturday,Light,Inspection Station
20/01/2018 10:15,4.15,4.37,0.0,0.002,60.58,0.0,36900,Weekend,Saturday,Light,Cooling Bed
20/01/2018 10:30,3.25,2.58,0.0,0.0015,66.03,0.0,37800,Weekend,Saturday,Light,Conveyor System
20/01/2018 10:45,4.23,2.83,0.0,0.002,72.87,0.0,38700,Weekend,Saturday,Light,Conveyor System
20/01/2018 11:00,3.93,4.62,0.0,0.0019,66.55,0.0,39600,Weekend,Saturday,Light,Conveyor System
20/01/2018 11:15,4.19,3.95,0.0,0.002,65.24,0.0,40500,Weekend,Saturday,Light,Inspection Station
20/01/2018 11:30,3.96,3.16,0.0,0.0019,62.28,0.0,41400,Weekend,Saturday,Light,Coil Winder
20/01/2018 11:45,3.17,3.92,0.0,0.0015,73.52,0.0,42300,Weekend,Saturday,Light,Inspection Station
20/01/2018 12:00,3.87,4.76,0.0,0.0018,63.36,0.0,43200,Weekend,Saturday,Light,Coil Winder
20/01/2018 12:15,3.92,4.73,0.0,0.0019,60.08,0.0,44100,Weekend,Saturday,Light,Inspection Station
20/01/2018 12:30,3.04,3.54,1.62,0.0014,100.0,98.89,45000,Weekend,Saturday,Light,Coil Winder
20/01/2018 12:45,3.14,3.63,0.0,0.0015,62.72,0.0,45900,Weekend,Saturday,Light,Cooling Bed
20/01/2018 13:00,3.9,4.24,0.0,0.0019,65.84,0.0,46800,Weekend,Saturday,Light,Coil Winder
20/01/2018 13:15,3.96,4.84,0.0,0.0019,61.51,0.0,47700,Weekend,Saturday,Light,Conveyor System
20/01/2018 13:30,4.04,3.92,0.76,0.0019,100.0,97.27,48600,Weekend,Saturday,Light,Cooling Bed
20/01/2018 13:45,3.05,4.94,0.0,0.0014,68.36,0.0,49500,Weekend,Saturday,Light,Inspection Station
20/01/2018 14:00,3.59,4.88,1.87,0.0017,100.0,95.42,50400,Weekend,Saturday,Light,Inspection Station
20/01/2018 14:15,3.14,3.39,0.0,0.0015,71.96,0.0,51300,Weekend,Saturday,Light,Coil Winder
20/01/2018 14:30,4.27,4.4,0.0,0.002,67.04,0.0,52200,Weekend,Saturday,Light,Conveyor System
20/01/2018 14:45,3.96,4.35,0.0,0.0019,61.49,0.0,53100,Weekend,Saturday,Light,Inspection Station
20/01/2018 15:00,3.86,2.98,0.0,0.0018,64.68,0.0,54000,Weekend,Saturday,Light,Conveyor System
20/01/2018 15:15,3.43,4.48,0.0,0.0016,63.7,0.0,54900,Weekend,Saturday,Light,Conveyor System
20/01/2018 15:30,3.99,4.72,0.0,0.0019,70.71,0.0,55800,Weekend,Saturday,Light,Inspection Station
20/01/2018 15:45,3.51,4.64,0.0,0.0017,70.78,0.0,56700,Weekend,Saturday,Light,Conveyor System
20/01/2018 16:00,4.08,3.37,0.0,0.0019,69.59,0.0,57600,Weekend,Saturday,Light,Inspection Station
20/01/2018 16:15,3.15,3.1,0.0,0.0015,66.17,0.0,58500,Weekend,Saturday,Light,Conveyor System
20/01/2018 16:30,3.24,3.71,0.0,0.0015,70.44,0.0,59400,Weekend,Saturday,Light,Cooling Bed
20/01/2018 16:45,4.11,3.45,0.0,0.002,72.87,0.0,60300,Weekend,Saturday,Light,Conveyor System
20/01/2018 17:00,3.33,4.59,0.0,0.0016,63.15,0.0,61200,Weekend,Saturday,Light,Coil Winder
20/01/2018 17:15,3.6,4.95,0.0,0.0017,66.6,0.0,62100,Weekend,Saturday,Light,Inspection Station
20/01/2018 17:30,4.04,3.13,0.0,0.0019,63.72,0.0,63000,Weekend,Saturday,Light,Coil Winder
20/01/2018 17:45,3.5,2.72,0.0,0.0017,71.41,0.0,63900,Weekend,Saturday,Light,Coil Winder
20/01/2018 18:00,4.35,3.51,0.0,0.0021,73.3,0.0,64800,Weekend,Saturday,Light,Conveyor System
20/01/2018 18:15,3.27,3.7,0.0,0.0016,64.72,0.0,65700,Weekend,Saturday,Light,Coil Winder
20/01/2018 18:30,3.84,4.06,0.0,0.0018,65.6,0.0,66600,Weekend,Saturday,Light,Coil Winder
20/01/2018 18:45,4.05,3.86,0.0,0.0019,61.78,0.0,67500,Weekend,Saturday,Light,Coil Winder
20/01/2018 19:00,3.36,4.92,0.0,0.0016,65.63,0.0,68400,Weekend,Saturday,Light,Cooling Bed
20/01/2018 19:15,4.26,4.46,0.0,0.002,72.0,0.0,69300,Weekend,Saturday,Light,Inspection Station
20/01/2018 19:30,4.06,4.98,0.0,0.0019,62.7,0.0,70200,Weekend,Saturday,Light,Conveyor System
20/01/2018 19:45,3.71,4.57,0.0,0.0018,63.98,0.0,71100,Weekend,Saturday,Light,Inspection Station
20/01/2018 20:00,3.74,4.51,0.0,0.0018,64.3,0.0,72000,Weekend,Saturday,Light,Conveyor System
20/01/2018 20:15,4.17,3.21,0.0,0.002,67.24,0.0,72900,Weekend,Saturday,Light,Cooling Bed
20/01/2018 20:30,3.35,3.93,0.0,0.0016,64.4,0.0,73800,Weekend,Saturday,Light,Cooling Bed
20/01/2018 20:45,3.75,4.0,0.0,0.0018,66.74,0.0,74700,Weekend,Saturday,Light,Conveyor System
20/01/2018 21:00,4.39,3.68,0.0,0.0021,64.73,0.0,75600,Weekend,Saturday,Light,Conveyor System
20/01/2018 21:15,3.19,4.04,0.0,0.0015,63.59,0.0,76500,Weekend,Saturday,Light,Cooling Bed
20/01/2018 21:30,4.2,3.01,0.0,0.002,65.32,0.0,77400,Weekend,Saturday,Light,Inspection Station
20/01/2018 21:45,4.0,4.25,0.0,0.0019,68.26,0.0,78300,Weekend,Saturday,Light,Inspection Station
20/01/2018 22:00,4.13,3.09,0.0,0.002,71.01,0.0,79200,Weekend,Saturday,Light,Cooling Bed
20/01/2018 22:15,4.35,3.6,0.0,0.0021,73.05,0.0,80100,Weekend,Saturday,Light,Conveyor System
20/01/2018 22:30,4.28,3.67,0.0,0.002,70.72,0.0,81000,Weekend,Saturday,Light,Conveyor System
20/01/2018 22:45,3.67,4.55,0.0,0.0017,73.47,0.0,81900,Weekend,Saturday,Light,Cooling Bed
20/01/2018 23:00,4.27,2.73,0.0,0.002,63.98,0.0,82800,Weekend,Saturday,Light,Conveyor System
20/01/2018 23:15,4.15,3.58,0.0,0.002,67.1,0.0,83700,Weekend,Saturday,Light,Inspection Station
20/01/2018 23:30,3.65,4.54,0.0,0.0017,68.36,0.0,84600,Weekend,Saturday,Light,Cooling Bed
20/01/2018 23:45,3.91,3.9,0.0,0.0019,63.46,0.0,85500,Weekend,Saturday,Light,Coil Winder
21/01/2018 00:00,3.46,4.32,0.0,0.0016,69.22,0.0,0,Weekend,Sunday,Light,Conveyor System
21/01/2018 00:15,3.53,4.2,0.0,0.0017,70.4,0.0,900,Weekend,Sunday,Light,Cooling Bed
21/01/2018 00:30,3.4,3.61,0.0,0.0016,61.92,0.0,1800,Weekend,Sunday,Light,Inspection Station
21/01/2018 00:45,4.22,4.26,0.0,0.002,66.9,0.0,2700,Weekend,Sunday,Light,Coil Winder
21/01/2018 01:00,3.46,3.83,0.0,0.0016,72.44,0.0,3600,Weekend,Sunday,Light,Conveyor System
21/01/2018 01:15,3.1,2.88,0.0,0.0015,66.34,0.0,4500,Weekend,Sunday,Light,Coil Winder
21/01/2018 01:30,3.43,4.02,0.0,0.0016,63.72,0.0,5400,Weekend,Sunday,Light,Coil Winder
21/01/2018 01:45,3.88,4.96,0.0,0.0018,71.94,0.0,6300,Weekend,Sunday,Light,Conveyor System
21/01/2018 02:00,3.42,4.4,0.0,0.0016,66.53,0.0,7200,Weekend,Sunday,Light,Coil Winder
21/01/2018 02:15,3.14,3.78,0.0,0.0015,64.62,0.0,8100,Weekend,Sunday,Light,Coil Winder
21/01/2018 02:30,3.99,2.82,0.0,0.0019,66.79,0.0,9000,Weekend,Sunday,Light,Cooling Bed
21/01/2018 02:45,3.04,4.48,0.0,0.0014,60.33,0.0,9900,Weekend,Sunday,Light,Inspection Station
21/01/2018 03:00,3.8,3.72,0.0,0.0018,60.68,0.0,10800,Weekend,Sunday,Light,Conveyor System
21/01/2018 03:15,3.18,4.73,0.0,0.0015,74.99,0.0,11700,Weekend,Sunday,Light,Conveyor System
21/01/2018 03:30,3.55,2.8,0.0,0.0017,63.05,0.0,12600,Weekend,Sunday,Light,Inspection Station
21/01/2018 03:45,4.31,3.8,0.0,0.002,62.11,0.0,13500,Weekend,Sunday,Light,Cooling Bed
21/01/2018 04:00,4.18,3.08,0.0,0.002,69.91,0.0,14400,Weekend,Sunday,Light,Coil Winder
21/01/2018 04:15,4.27,3.53,0.0,0.002,63.67,0.0,15300,Weekend,Sunday,Light,Cooling Bed
21/01/2018 04:30,4.23,3.43,0.0,0.002,68.82,0.0,16200,Weekend,Sunday,Light,Inspection Station
21/01/2018 04:45,4.48,4.31,0.0,0.0021,66.96,0.0,17100,Weekend,Sunday,Light,Conveyor System
21/01/2018 05:00,3.12,4.26,0.0,0.0015,70.23,0.0,18000,Weekend,Sunday,Light,Conveyor System
21/01/2018 05:15,3.76,4.78,0.0,0.0018,69.08,0.0,18900,Weekend,Sunday,Light,Inspection Station
21/01/2018 05:30,3.57,3.35,0.0,0.0017,68.21,0.0,19800,Weekend,Sunday,Light,Conveyor System
21/01/2018 05:45,3.32,3.06,0.0,0.0016,68.86,0.0,20700,Weekend,Sunday,Light,Inspection Station
21/01/2018 06:00,4.09,3.71,0.0,0.0019,70.73,0.0,21600,Weekend,Sunday,Light,Conveyor System
21/01/2018 06:15,3.22,3.6,0.0,0.0015,61.73,0.0,22500,Weekend,Sunday,Light,Conveyor System
21/01/2018 06:30,4.48,3.03,0.0,0.0021,67.8,0.0,23400,Weekend,Sunday,Light,Coil Winder
21/01/2018 06:45,3.03,4.44,0.0,0.0014,69.9,0.0,24300,Weekend,Sunday,Light,Cooling Bed
21/01/2018 07:00,4.16,2.54,0.0,0.002,69.4,0.0,25200,Weekend,Sunday,Light,Inspection Station
21/01/2018 07:15,3.58,4.1,0.0,0.0017,64.83,0.0,26100,Weekend,Sunday,Light,Inspection Station
21/01/2018 07:30,4.32,3.39,0.0,0.0021,63.9,0.0,27000,Weekend,Sunday,Light,Inspection Station
21/01/2018 07:45,3.36,2.58,0.0,0.0016,72.15,0.0,27900,Weekend,Sunday,Light,Cooling Bed
21/01/2018 08:00,3.04,4.37,0.0,0.0014,60.47,0.0,28800,Weekend,Sunday,Light,Cooling Bed
21/01/2018 08:15,4.37,2.54,0.0,0.0021,68.05,0.0,29700,Weekend,Sunday,Light,Cooling Bed
21/01/2018 08:30,4.45,4.91,0.0,0.0021,72.33,0.0,30600,Weekend,Sunday,Light,Conveyor System
21/01/2018 08:45,4.36,3.28,0.0,0.0021,71.38,0.0,31500,Weekend,Sunday,Light,Conveyor System
21/01/2018 09:00,3.67,4.16,0.0,0.0017,63.94,0.0,32400,Weekend,Sunday,Light,Coil Winder
21/01/2018 09:15,4.23,3.24,0.0,0.002,63.03,0.0,33300,Weekend,Sunday,Light,Inspection Station
21/01/2018 09:30,4.45,3.43,0.0,0.0021,63.07,0.0,34200,Weekend,Sunday,Light,Conveyor System
21/01/2018 09:45,3.14,4.45,0.0,0.0015,64.4,0.0,35100,Weekend,Sunday,Light,Conveyor System
21/01/2018 10:00,3.7,3.79,0.0,0.0018,65.5,0.0,36000,Weekend,Sunday,Light,Inspection Station
21/01/2018 10:15,3.8,3.9,0.0,0.0018,60.74,0.0,36900,Weekend,Sunday,Light,Cooling Bed
21/01/2018 10:30,3.44,2.64,0.0,0.0016,64.17,0.0,37800,Weekend,Sunday,Light,Conveyor System
